Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Label
58.0,4.0,-1.0,-1.0,1000.0,1.0,-1.0,5.0,1.0,28.84,-0.5,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.75,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1
57.0,11.0,1.0,1.0,1500.0,1.0,1.0,5.0,1.0,18.93,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,0.0,-1.0,-0.5,1.0,0.0,-1.0,0.0,-0.5,1.0,1.0,1.0,1
63.0,0.0,-1.0,-1.0,700.0,-1.0,-1.0,11.0,1.0,35.09,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.75,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
55.0,4.0,-1.0,-1.0,1200.0,-1.0,1.0,8.0,1.0,31.91,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,-1.0,-1.0,-1.0,-1.0,1
62.0,4.0,1.0,-1.0,700.0,1.0,1.0,2.0,1.0,27.1,-0.5,-1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,-1.0,0.5,1.0,1.0,0.5,0.0,-0.5,-1.0,-1.0,-1.0,1
68.0,2.0,-1.0,-1.0,1000.0,1.0,-1.0,10.0,1.0,30.9,-0.5,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.75,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1
47.0,8.0,1.0,1.0,1000.0,1.0,1.0,5.0,1.0,20.47,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,0.0,-1.0,-0.5,1.0,0.0,-1.0,0.0,-0.5,1.0,1.0,-1.0,1
53.0,4.0,-1.0,-1.0,800.0,-1.0,-1.0,10.0,1.0,31.25,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.75,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
65.0,4.0,-1.0,-1.0,1200.0,-1.0,1.0,10.0,1.0,28.9,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,-1.0,-1.0,-1.0,-1.0,1
72.0,2.0,1.0,-1.0,800.0,1.0,1.0,10.0,1.0,24.65,-0.5,-1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,-1.0,0.5,1.0,1.0,0.5,0.0,-0.5,-1.0,-1.0,-1.0,1
34.0,15.0,1.0,1.0,2000.0,-1.0,1.0,15.0,-1.0,26.84,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.5,1.0,-1.0,0.5,0.0,-0.5,-0.5,-1.0,-1.0,1
49.0,7.0,1.0,-1.0,800.0,-1.0,1.0,20.0,1.0,31.59,1.0,1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.75,1.0,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1
57.0,1.0,-1.0,-1.0,1500.0,-1.0,1.0,8.0,1.0,35.38,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,-1.0,1.0,0.0,0.5,-0.5,-1.0,-1.0,1
63.0,4.0,-1.0,-1.0,660.0,1.0,1.0,15.0,1.0,23.56,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
44.0,0.0,-1.0,-1.0,1500.0,-1.0,1.0,7.0,1.0,30.85,1.0,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1
50.0,4.0,1.0,1.0,1700.0,-1.0,1.0,10.0,1.0,29.36,0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,1
82.0,1.0,1.0,-1.0,2400.0,-1.0,1.0,5.0,1.0,29.07,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,0.5,-1.0,1.0,-1.0,-1.0,0.5,-0.75,1.0,0.0,-1.0,-1.0,1.0,-1.0,0.5,0.0,-1.0,1.0,-1.0,-1.0,1
44.0,3.0,-1.0,-1.0,1200.0,-1.0,1.0,5.0,1.0,26.81,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
73.0,0.0,-1.0,-1.0,1660.0,1.0,1.0,15.0,1.0,24.56,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
54.0,14.0,-1.0,-1.0,2500.0,-1.0,1.0,7.0,1.0,23.45,1.0,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1
49.0,12.0,1.0,1.0,1700.0,-1.0,1.0,10.0,1.0,28.9,0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,1
81.0,1.0,1.0,-1.0,2000.0,-1.0,1.0,5.0,1.0,29.08,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,0.5,-1.0,1.0,-1.0,-1.0,0.5,-0.75,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1
45.0,15.0,-1.0,-1.0,2500.0,-1.0,1.0,5.0,1.0,27.89,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
44.0,13.0,1.0,1.0,2000.0,-1.0,1.0,2.0,1.0,29.06,-0.5,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,1.0,1.0,-0.5,1.0,-1.0,0.5,0.0,-0.5,1.0,-1.0,-1.0,1
60.0,1.0,-1.0,-1.0,800.0,1.0,1.0,1.0,1.0,33.65,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.0,1.0,-0.5,1.0,-1.0,1
75.0,1.0,-1.0,-1.0,1200.0,1.0,1.0,31.0,1.0,24.03,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,-0.5,-0.5,-1.0,-1.0,1
62.0,0.0,-1.0,-1.0,1300.0,1.0,1.0,20.0,1.0,35.52,0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
59.0,3.0,-1.0,-1.0,660.0,1.0,1.0,15.0,1.0,47.87,-0.5,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,0.75,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-0.5,-0.5,1.0,-1.0,1
72.0,5.0,-1.0,-1.0,2000.0,-1.0,1.0,20.0,1.0,32.88,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.75,-1.0,0.0,1.0,0.5,-1.0,-1.0,1.0,0.0,-0.5,-1.0,1.0,-1.0,1
67.0,4.0,-1.0,-1.0,700.0,1.0,-1.0,20.0,1.0,27.59,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,1.0,1.0,-1.0,-0.5,1.0,1.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,1
46.0,12.0,1.0,-1.0,1700.0,1.0,-1.0,10.0,1.0,24.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,-0.75,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1
67.0,8.0,-1.0,-1.0,1500.0,-1.0,-1.0,17.0,1.0,23.9,-0.5,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,0.25,1.0,1.0,-1.0,-0.5,0.0,1.0,-1.0,-1.0,-0.5,-0.5,-1.0,-1.0,1
58.0,3.0,-1.0,1.0,700.0,-1.0,1.0,15.0,1.0,33.98,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.75,1.0,1.0,1.0,0.5,-1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,-1.0,1
62.0,0.0,-1.0,1.0,500.0,1.0,1.0,20.0,1.0,35.76,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.5,-0.5,1.0,-1.0,1
73.0,0.0,1.0,-1.0,800.0,-1.0,1.0,30.0,1.0,26.98,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.75,-1.0,1.0,-1.0,-0.5,1.0,0.0,0.5,1.0,0.5,1.0,-1.0,-1.0,1
34.0,3.0,-1.0,-1.0,2000.0,-1.0,1.0,25.0,-1.0,20.8,-0.5,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.5,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
57.0,15.0,1.0,-1.0,1000.0,1.0,1.0,5.0,1.0,28.9,-0.5,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1
69.0,0.0,1.0,-1.0,800.0,-1.0,1.0,10.0,1.0,26.09,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1
73.0,2.0,1.0,-1.0,1300.0,-1.0,-1.0,17.0,1.0,37.98,-0.5,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.5,0.0,1.0,-1.0,-1.0,-0.5,-0.5,-1.0,-1.0,1
50.0,3.0,-1.0,-1.0,1500.0,-1.0,-1.0,3.0,1.0,23.45,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-0.75,1.0,-1.0,1.0,-0.5,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
70.0,16.0,1.0,-1.0,6000.0,1.0,-1.0,6.0,1.0,29.76,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
77.0,4.0,-1.0,-1.0,770.0,1.0,1.0,30.0,1.0,38.9,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,1.0,-0.75,-1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
59.0,4.0,-1.0,1.0,770.0,1.0,1.0,28.0,1.0,36.78,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,-1.0,-0.5,-0.5,-1.0,-1.0,1
46.0,11.0,-1.0,1.0,700.0,1.0,1.0,14.0,-1.0,25.6,0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,-1.0,1
51.0,8.0,1.0,1.0,1500.0,-1.0,1.0,7.0,1.0,31.24,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,0.5,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,0.0,0.0,0.5,0.0,-0.5,-0.5,-1.0,-1.0,1
48.0,15.0,-1.0,-1.0,2000.0,-1.0,1.0,4.0,1.0,37.78,-0.5,-1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.0,0.0,-1.0,0.5,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
27.0,15.0,-1.0,-1.0,3000.0,1.0,1.0,20.0,-1.0,22.3,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,-1.0,1.0,0.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1
51.0,8.0,-1.0,-1.0,1000.0,-1.0,1.0,6.0,1.0,35.76,-0.5,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.75,1.0,0.0,-1.0,0.5,0.0,0.0,-0.5,0.0,0.5,-0.5,1.0,-1.0,1
72.0,6.0,-1.0,-1.0,800.0,1.0,-1.0,20.0,1.0,32.1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
54.0,4.0,-1.0,-1.0,900.0,-1.0,1.0,15.0,1.0,39.89,-0.5,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,-0.5,1.0,1.0,-1.0,1
