Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Label
70.0,3.0,1.0,1.0,2000.0,1.0,1.0,8.0,1.0,35.8,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
68.0,9.0,1.0,1.0,1400.0,-1.0,1.0,16.0,1.0,29.8,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,-1.0,1.0,-1.0,1.0,1.0,-0.75,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1
48.0,8.0,1.0,1.0,960.0,1.0,1.0,15.0,1.0,34.9,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-1.0,1.0,-1.0,1
88.0,3.0,-1.0,-1.0,2000.0,-1.0,1.0,16.0,1.0,39.1,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,1
50.0,11.0,1.0,1.0,3500.0,-1.0,1.0,13.0,1.0,33.8,0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,0.5,-0.5,-1.0,-1.0,1
65.0,13.0,-1.0,-1.0,1200.0,1.0,-1.0,12.0,1.0,32.9,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
55.0,8.0,-1.0,-1.0,2000.0,1.0,1.0,10.0,1.0,22.1,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.5,-0.75,1.0,1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
60.0,8.0,-1.0,-1.0,2500.0,-1.0,1.0,1.0,1.0,35.9,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,0.5,-0.75,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
59.0,4.0,-1.0,-1.0,1000.0,1.0,1.0,30.0,1.0,34.7,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.75,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
76.0,16.0,-1.0,-1.0,700.0,-1.0,1.0,4.0,1.0,27.9,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,-0.75,-1.0,-1.0,1.0,-0.5,1.0,0.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,1
54.0,11.0,-1.0,-1.0,1200.0,-1.0,-1.0,22.0,1.0,30.69,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,-0.5,-1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1
52.0,8.0,-1.0,-1.0,700.0,-1.0,1.0,15.0,1.0,32.71,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,-1.0,1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
74.0,1.0,-1.0,-1.0,1500.0,1.0,1.0,13.0,1.0,28.89,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,1.0,-1.0,-0.5,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1
72.0,1.0,-1.0,-1.0,700.0,1.0,-1.0,15.0,1.0,29.59,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,0.5,-1.0,-1.0,-1.0,1.0,0.5,0.75,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,-1.0,1
62.0,11.0,-1.0,-1.0,1400.0,1.0,-1.0,25.0,1.0,24.61,0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.5,-1.0,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,-1.0,1
80.0,0.0,-1.0,-1.0,780.0,1.0,-1.0,20.0,1.0,24.67,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
84.0,3.0,-1.0,-1.0,700.0,1.0,1.0,27.0,1.0,23.98,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-0.5,0.0,1.0,-0.5,-1.0,-1.0,1
67.0,4.0,-1.0,-1.0,900.0,1.0,-1.0,37.0,1.0,37.98,0.5,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,-1.0,1
41.0,8.0,-1.0,1.0,1400.0,-1.0,1.0,3.0,1.0,26.78,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.75,1.0,1.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,-0.5,-1.0,-1.0,1
69.0,6.0,1.0,-1.0,2200.0,-1.0,1.0,25.0,1.0,35.98,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,1.0,-1.0,-1.0,-1.0,1
50.0,15.0,-1.0,-1.0,4000.0,-1.0,1.0,20.0,1.0,27.24,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,-1.0,0.5,0.25,1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,1
64.0,11.0,-1.0,-1.0,1200.0,-1.0,-1.0,22.0,1.0,20.98,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,-0.5,-1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1
42.0,8.0,-1.0,-1.0,700.0,-1.0,1.0,3.0,1.0,29.76,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,-1.0,1.0,-1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
71.0,1.0,-1.0,-1.0,1500.0,1.0,1.0,19.0,1.0,29.43,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,1.0,-1.0,-0.5,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1
83.0,1.0,-1.0,-1.0,700.0,1.0,-1.0,15.0,1.0,30.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,0.5,-1.0,-1.0,-1.0,1.0,0.5,0.75,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,-1.0,1
60.0,11.0,-1.0,-1.0,1400.0,1.0,-1.0,25.0,1.0,26.87,0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.5,-1.0,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,-1.0,1
72.0,2.0,-1.0,-1.0,780.0,1.0,-1.0,20.0,1.0,26.87,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
88.0,3.0,-1.0,-1.0,1000.0,1.0,1.0,27.0,1.0,27.12,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-0.5,0.0,1.0,-0.5,-1.0,-1.0,1
72.0,8.0,1.0,-1.0,800.0,-1.0,1.0,30.0,1.0,26.8,-0.5,-1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,0.0,0.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
39.0,16.0,1.0,1.0,3000.0,-1.0,-1.0,10.0,1.0,29.5,-0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5,-1.0,-1.0,-1.0,1
71.0,5.0,1.0,1.0,1200.0,-1.0,1.0,20.0,1.0,27.8,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.5,-1.0,1.0,1.0,1.0,1.0,-0.75,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,0.0,1.0,-1.0,-1.0,-1.0,1
55.0,10.0,1.0,1.0,2000.0,-1.0,1.0,2.0,1.0,27.43,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1
80.0,0.0,-1.0,-1.0,770.0,1.0,-1.0,8.0,1.0,24.9,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.0,-0.5,-0.5,1.0,1.0,1
55.0,8.0,-1.0,-1.0,1000.0,1.0,-1.0,4.0,1.0,22.1,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1
73.0,3.0,-1.0,-1.0,2000.0,-1.0,1.0,30.0,1.0,32.76,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1
68.0,4.0,1.0,1.0,800.0,1.0,1.0,7.0,1.0,33.98,1.0,1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
75.0,5.0,1.0,-1.0,1500.0,1.0,-1.0,10.0,1.0,30.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,0.0,-1.0,0.5,-1.0,0.0,0.5,-1.0,-0.5,-0.5,-1.0,-1.0,1
49.0,8.0,-1.0,1.0,770.0,1.0,1.0,7.0,1.0,20.1,0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
87.0,7.0,1.0,1.0,3500.0,-1.0,1.0,13.0,1.0,31.8,1.0,-1.0,1.0,-0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1
65.0,3.0,-1.0,-1.0,770.0,1.0,1.0,12.0,1.0,26.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,1.0,1.0,-1.0,-1.0,1
86.0,0.0,-1.0,-1.0,770.0,1.0,-1.0,15.0,1.0,33.75,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
45.0,8.0,-1.0,-1.0,800.0,-1.0,1.0,20.0,-1.0,28.97,-0.5,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.5,0.25,1.0,-1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,-1.0,-1.0,1
57.0,8.0,-1.0,-1.0,1000.0,1.0,1.0,10.0,1.0,25.7,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.5,0.0,1.0,0.0,1.0,-0.5,-1.0,1.0,-0.5,1.0,-0.5,-0.5,-1.0,-1.0,1
54.0,6.0,1.0,-1.0,2000.0,1.0,-1.0,5.0,1.0,27.9,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.5,0.0,1.0,0.0,1.0,-0.5,-1.0,1.0,-0.5,1.0,-0.5,-0.5,-1.0,-1.0,1
51.0,11.0,-1.0,-1.0,2000.0,1.0,1.0,8.0,1.0,30.43,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,1.0,1.0,-1.0,-1.0,1
42.0,8.0,1.0,1.0,1300.0,-1.0,-1.0,5.0,1.0,23.67,-0.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.5,0.0,-0.5,1.0,-1.0,-1.0,1
79.0,1.0,1.0,-1.0,900.0,1.0,1.0,30.0,1.0,26.34,-0.5,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,0.0,0.0,1.0,0.0,1.0,-0.5,-1.0,-1.0,1
62.0,4.0,-1.0,-1.0,1000.0,-1.0,1.0,1.0,1.0,28.3,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,-1.0,-0.5,-0.75,-1.0,-1.0,1.0,-0.5,1.0,0.0,-1.0,1.0,-1.0,-0.5,-1.0,-1.0,1
58.0,4.0,-1.0,-1.0,1000.0,1.0,-1.0,4.0,1.0,21.71,-0.5,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.75,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1
47.0,11.0,1.0,1.0,1500.0,1.0,1.0,2.0,1.0,26.7,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,0.0,-1.0,-0.5,1.0,0.0,-1.0,0.0,-0.5,1.0,-1.0,-1.0,1
52.0,8.0,-1.0,-1.0,1700.0,-1.0,-1.0,3.0,1.0,33.87,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.75,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
